Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
summer-fridays-dream-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rose_bud.jpg?v=1782382785,11,"",,,,,,,,
summer-fridays-dream-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/warm_beige.jpg?v=1782382785,12,"",,,,,,,,
red-heart-corduroy-makeup-pouch-bag,Red Heart Corduroy Makeup Pouch / Bag,<p></p>,GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_1.jpg?v=1782382784,1,"",false,,,,kg,,,active
red-heart-corduroy-makeup-pouch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_2.jpg?v=1782382784,2,"",,,,,,,,
red-heart-corduroy-makeup-pouch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/redheartbag.webp?v=1782382783,3,"",,,,,,,,
red-heart-corduroy-makeup-pouch-bag-copy,Honey Bee Corduroy Makeup Pouch / Bag,<p></p>,GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_3.jpg?v=1782382783,1,"",false,,,,kg,,,active
red-heart-corduroy-makeup-pouch-bag-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_5.jpg?v=1782382783,2,"",,,,,,,,
red-heart-corduroy-makeup-pouch-bag-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_4.jpg?v=1782382783,3,"",,,,,,,,
honey-bee-corduroy-makeup-pouch-bag-copy,Floral Quilted Makeup Pouch / Bag,<p></p>,GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_12.jpg?v=1782382782,1,"",false,,,,kg,,,active
honey-bee-corduroy-makeup-pouch-bag-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/67acfeff-b3a7-498d-a471-3f8e02a15852.webp?v=1782382782,2,"",,,,,,,,
honey-bee-corduroy-makeup-pouch-bag-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/863bcbea-9056-11ef-b1b0-0a580a69d24a.webp?v=1782382782,3,"",,,,,,,,
bow-coquette-quilted-makeup-pouch-bag,Bow Coquette Quilted Makeup Pouch / Bag,<p></p>,GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_13.jpg?v=1782382781,1,"",false,,,,kg,,,active
bow-coquette-quilted-makeup-pouch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_15.jpg?v=1782382781,2,"",,,,,,,,
bow-coquette-quilted-makeup-pouch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_14.jpg?v=1782382781,3,"",,,,,,,,
elf-hydrating-camo-concealer,ELF | Hydrating Camo Concealer,"<p><span>Nothing to see here—this full-coverage liquid concealer covers up blemishes and under-eye circles while delivering a boost of hydration to your skin. The lightweight, blendable formula corrects and perfects giving you a smooth, satin, crease-resistant finish that’s long-lasting.</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shade,Fair Beige,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/FairBeigeElf.jpg?v=1782382781,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/FairBeigeElf.jpg?v=1782382781,kg,,,active
elf-hydrating-camo-concealer,,,,,,,,,Fair Warm,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/elfffff.jpg?v=1782382780,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/FairWarmElf.jpg?v=1782382780,kg,,,
elf-hydrating-camo-concealer,,,,,,,,,Light Ivory,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_26.jpg?v=1782382780,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LightIvoryElf.jpg?v=1782382780,kg,,,
elf-hydrating-camo-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/elf_pack.jpg?v=1782382780,4,"",,,,,,,,
elf-hydrating-camo-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LightIvoryElf.jpg?v=1782382780,5,"",,,,,,,,
elf-hydrating-camo-concealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/FairWarmElf.jpg?v=1782382780,6,"",,,,,,,,
sheglam-cupid-cream-blush,SHEGLAM | Cupid Cream Blush,"<p><span>Bring a natural color to your cheeks with our SHEGLAM Playing Cupid Cream Blush! Featuring rich color payoff and soft silky texture, you can apply this blush directly on your lips or cheeks with your fingers or a brush.</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shade,Adorn,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_27.jpg?v=1782382779,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Adorn_SG.jpg?v=1782382779,kg,,,active
sheglam-cupid-cream-blush,,,,,,,,,Delight,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/adorn.jpg?v=1782382780,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Delight_SG.jpg?v=1782382779,kg,,,
sheglam-cupid-cream-blush,,,,,,,,,Romance,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/cupid.jpg?v=1782382779,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Romance_SG.jpg?v=1782382780,kg,,,
sheglam-cupid-cream-blush,,,,,,,,,Cherish,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/17194763191177934106ab0fee700526d5d6d63518_thumbnail_1200x_df4ef197-2b54-4833-84a6-e4ded26ae62c.jpg?v=1782382780,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Cherish_SG.jpg?v=1782382780,kg,,,
sheglam-cupid-cream-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Adorn_SG.jpg?v=1782382779,5,"",,,,,,,,
sheglam-cupid-cream-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Delight_SG.jpg?v=1782382779,6,"",,,,,,,,
sheglam-cupid-cream-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Romance_SG.jpg?v=1782382780,7,"",,,,,,,,
sheglam-cupid-cream-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Cherish_SG.jpg?v=1782382780,8,"",,,,,,,,
sheglam-skin-focus-high-coverage-powder-foundation,SHEGLAM | Skin Focus High Coverage Powder Foundation,"<p><span>Say BUH-BYE to unwanted shine and HELLO to a soft, smooth, and lightweight full-coverage finish! Our oil-control soft-focus powder foundation features a talc-free formulation, enriched with natural shea butter and jojoba seed oil, that removes shine while making your skin appear silky smooth!</span></p> <p><span>Master Dupe</span></p> <p><span>Packaging might have printing issue for shade names but the product is completely perfect.</span></p>",GlowGlamByMimi,,"","",true,Shade,01 Linen,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SHeglampowderfoundation.webp?v=1782382779,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SHeglampowderfoundation.webp?v=1782382779,kg,,,active
sheglam-skin-focus-high-coverage-powder-foundation,,,,,,,,,02 Fair,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/sheglammmm.webp?v=1782382778,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Fair.jpg?v=1782382779,kg,,,
sheglam-skin-focus-high-coverage-powder-foundation,,,,,,,,,03 Nude,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/1693891173786b513cfa989a6ef51eae43dba019f2_thumbnail_1200x_wk_sheglam.jpg?v=1782382779,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/nude_SG.jpg?v=1782382779,kg,,,
sheglam-skin-focus-high-coverage-powder-foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Fair.jpg?v=1782382779,4,"",,,,,,,,
sheglam-skin-focus-high-coverage-powder-foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/nude_SG.jpg?v=1782382779,5,"",,,,,,,,
rhode-peptide-lip-shape,RHODE | Peptide Lip Shape,"<p><span>Enhance your </span><strong>lips</strong><span> with ease using </span><em>Rhode Peptide Lip Shape</em><span>. This innovative lip product combines </span><strong>soft-focus color</strong><span> with </span><strong>high-performance skincare</strong><span> to give your lips added </span><strong>dimension</strong><span>. Its </span><strong>creamy</strong><span>, seamless formula </span><strong>glides on</strong><span> smoothly, creating a natural, </span><strong>contoured effect</strong><span>—no </span><strong>lip liner</strong><span> needed. Infused with potent </span><strong>peptides</strong><span>, it visibly enhances </span><strong>lip volume</strong><span> and </span><strong>nourishes</strong><span> your lips with every application. For a </span><strong>fuller</strong><span>, more defined </span><strong>pout</strong><span>, </span><em>Rhode Peptide Lip Shape</em><span> is the perfect addition to your beauty routine</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shade,Press,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/RhodeLipShape.webp?v=1782382777,1,"",false,,,,kg,,,active
rhode-peptide-lip-shape,,,,,,,,,Bend,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_29.jpg?v=1782382778,2,"",,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Lunge,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_28.jpg?v=1782382778,3,"",,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Twist,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/FullSizeRender_3cc72dc0-aaf5-4006-a5c7-0d067a736611.jpg?v=1782382777,4,"",,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Lift,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/IMG-3868.webp?v=1782382777,5,"",,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Lean,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-Peptide-Lip-Shape-swatches-1365x2048.jpg?v=1782382778,6,"",,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Stretch,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Balance,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Move,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Spin,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-shape,,,,,,,,,Flex,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,,,,,,,,kg,,,
rare-beauty-soft-pinch-tinted-lip-oil,RARE BEAUTY | Soft Pinch Tinted Lip Oil,"<p><span>An innovative lip jelly that transforms into a lightweight oil. Starts off glossy, then leaves lips tinted while gently plumping</span><strong><span> </span></strong><span>and staying comfortable—never sticky—all day</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shade,Happy,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_30.jpg?v=1782382777,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_HAPPY_c511cfaf-bd0e-48b7-853c-a8b74612776c.webp?v=1782382777,kg,,,active
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,Joy,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/soft-pinch-tinted-lip-oil-group-1440x1952_jpg.webp?v=1782382777,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_JOY_6aecf8a8-b675-40a7-877d-d7d88e02b137.webp?v=1782382776,kg,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,Hope,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rare_ooil.jpg?v=1782382777,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_HOPE_dd3d885c-9689-47f9-a211-4ee4b903f166.webp?v=1782382777,kg,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,Serenity,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/s2640183-av-5-zoom.webp?v=1782382777,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_SERENITY_6f72de8a-158b-421c-867b-0b6aef608594.webp?v=1782382777,kg,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,Honesty,,,,,,,,,0.0,,0,deny,manual,1359.00,3160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_HAPPY_c511cfaf-bd0e-48b7-853c-a8b74612776c.webp?v=1782382777,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_HONESTY_0249bdf8-b311-4722-b14f-f78286d4b6da.webp?v=1782382776,kg,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_JOY_6aecf8a8-b675-40a7-877d-d7d88e02b137.webp?v=1782382776,6,"",,,,,,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_HOPE_dd3d885c-9689-47f9-a211-4ee4b903f166.webp?v=1782382777,7,"",,,,,,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_SERENITY_6f72de8a-158b-421c-867b-0b6aef608594.webp?v=1782382777,8,"",,,,,,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_WONDER_b6badd75-0a09-4e54-93d0-a40aa6bd70bb.webp?v=1782382777,9,"",,,,,,,,
rare-beauty-soft-pinch-tinted-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rare_Beauty_Soft_Pinch_Tinted_Lip_Oil_HONESTY_0249bdf8-b311-4722-b14f-f78286d4b6da.webp?v=1782382776,10,"",,,,,,,,
rare-beauty-soft-pinch-tinted-lip-oil-liquid-blush-duo,RARE BEAUTY | Soft Pinch Tinted Lip Oil & Liquid Blush Duo,"<p><span>Bring colour to the lips and cheeks with the Rare Beauty Duo: Soft Pinch Blush &amp; Lip Oil, a makeup set for flattering, long-lasting looks.</span></p> <p>Contact us on instagram: @glowglambymimi for shade customization or write your preferred shades from the available ones in the order notes.</p> <p>Products will be regular size.</p>",GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2735.00,6360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/UK200039148_RARE.jpg?v=1782382776,1,"",false,,,,kg,,,active
huda-beauty-faux-filler-lip-gloss,HUDA BEAUTY | Faux Filler Lip Gloss,"<p>Get ready to shine with the Huda Beauty - Faux Filler Extra Shine Lip Gloss. This luxurious lip gloss features a hydrating, fine-line smoothing formula that glides onto the lips with a non-stick, reflective 'glass-like' finish. Packed with lip-loving, active ingredients like vitamin E and infused with vegan collagen, this lip gloss provides comfortable coverage that moisturizes the lips. The big juicy doe foot applicator with an innovative reservoir ensures instant glossy lips with every application.</p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",true,Shade,Bombshell - Pinkish Brown,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/bombshellhdua.webp?v=1782382774,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/bombshellhdua.webp?v=1782382774,kg,,,active
huda-beauty-faux-filler-lip-gloss,,,,,,,,,Sugar Baby - Light Pink,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Screenshot2025-07-04002648.jpg?v=1782382774,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/sugarbabyhuda.webp?v=1782382774,kg,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,Coco - Deep Brown,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/hudaglosss.jpg?v=1782382774,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/cocohuda.webp?v=1782382774,kg,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,Posh - Deep Rose,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/hudaglossshades.jpg?v=1782382774,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Poshhuda.webp?v=1782382774,kg,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,Glassy - Clear,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/sugarbabyhuda.webp?v=1782382774,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_77.jpg?v=1782382774,kg,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,Honey - Light Peechy,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/cocohuda.webp?v=1782382774,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_78.jpg?v=1782382774,kg,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Poshhuda.webp?v=1782382774,7,"",,,,,,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_77.jpg?v=1782382774,8,"",,,,,,,,
huda-beauty-faux-filler-lip-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_2_78.jpg?v=1782382774,9,"",,,,,,,,
dior-addict-lip-glow-oil,DIOR | Addict Lip Glow Oil,"<p>Dior Addict Lip Glow Oil softens and revitalises lips while enhancing them with a glossy finish. Its non-greasy, non-sticky texture pushes the boundaries of shine and creates a smoothing film that shapes the lips with a mirror-shine effect. </p> <p>Master Dupe.</p>",GlowGlamByMimi,,"","",true,Shade,001 Pink,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/DBB734C6-ED59-49B4-A9F5-C91CF1B298F7.jpg?v=1782382773,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/DBB734C6-ED59-49B4-A9F5-C91CF1B298F7.jpg?v=1782382773,kg,,,active
dior-addict-lip-glow-oil,,,,,,,,,006 Berry,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Main_60ff6aa5-0379-46ea-92e5-776417201829.webp?v=1782382773,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/C28AE98A-6DC0-4C91-8395-09A870D9AC01.jpg?v=1782382773,kg,,,
dior-addict-lip-glow-oil,,,,,,,,,012 Rosewood,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/diorlipoils.webp?v=1782382773,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/A89B14C9-634E-4832-B938-BDE3DC758792.jpg?v=1782382773,kg,,,
dior-addict-lip-glow-oil,,,,,,,,,015 Cherry,,,,,,,,,0.0,,0,deny,manual,2563.00,5960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/C28AE98A-6DC0-4C91-8395-09A870D9AC01.jpg?v=1782382773,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/76138CED-B96B-415D-9C9C-DB22480B05EB.jpg?v=1782382773,kg,,,
dior-addict-lip-glow-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/A89B14C9-634E-4832-B938-BDE3DC758792.jpg?v=1782382773,5,"",,,,,,,,
dior-addict-lip-glow-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/76138CED-B96B-415D-9C9C-DB22480B05EB.jpg?v=1782382773,6,"",,,,,,,,
charlotte-tilbury-flawless-finish-setting-powder-fair,Charlotte Tilbury | Flawless Finish Setting Powder,"<p><span>Shade: Fair</span></p> <p><span>Think of this one as an eraser for your pores. Just a few simple strokes of this powder blurs imperfections, keeps makeup in its place, and adds a tiny bit more coverage. The slight luminousity to the formula is the icing on the cake.</span></p> <p><span>Master Dupe.</span></p>",GlowGlamByMimi,,"","",true,Shade,Fair,,,,,,,,,0.0,,0,deny,manual,3165.00,7360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/CTFair.webp?v=1782382773,1,"",false,,,,kg,,,active
charlotte-tilbury-flawless-finish-setting-powder-fair,,,,,,,,,Medium,,,,,,,,,0.0,,0,deny,manual,3165.00,7360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Screenshot2025-07-04010632.jpg?v=1782382772,2,"",,,,,kg,,,
victorias-secret-romantic-fragrance-mist-250-ml,Victoria's Secret | Romantic Fragrance Mist - 250 ml,<p></p>,GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1875.00,4360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Romantic_1.webp?v=1782382772,1,"",false,,,,kg,,,active
